"Date","Open","High","Low","Close","Volume"
"2017-02-07",44.913,44.913,44.485,44.585,13910
"2017-02-06",44.884,44.973,44.675,44.913,12653
"2017-02-03",45.023,45.202,44.953,44.983,10941
"2017-01-26",45.033,45.272,44.943,45.023,16981
"2017-01-25",44.963,45.212,44.884,45.033,10261
"2017-01-24",44.884,45.282,44.864,44.963,7876
"2017-01-23",45.013,45.222,44.824,45.043,9288
"2017-01-20",44.386,45.162,44.296,44.973,8935
"2017-01-19",45.132,45.341,44.685,44.774,13231
"2017-01-18",44.804,45.58,44.804,45.142,10761
"2017-01-17",45.182,45.182,44.685,45.043,11712
"2017-01-16",44.724,45.361,43.689,45.262,48666
"2017-01-13",44.386,44.884,44.187,44.714,17514
"2017-01-12",44.595,44.744,44.286,44.316,13099
"2017-01-11",44.456,44.933,44.456,44.585,14994
"2017-01-10",44.884,44.993,44.665,44.834,12522
"2017-01-09",45.341,45.511,44.784,44.933,21746
"2017-01-06",45.411,46.028,45.142,45.182,18170
"2017-01-05",45.58,45.968,45.381,45.411,16766
"2017-01-04",45.361,45.65,45.222,45.63,15993
"2017-01-03",45.292,45.54,44.894,45.411,23028
"2016-12-30",44.257,46.287,44.257,45.57,41562
"2016-12-29",44.834,44.844,44.048,44.247,24972
"2016-12-28",44.983,45.232,44.565,44.764,22414
"2016-12-27",45.083,45.172,44.794,44.953,13354
"2016-12-26",45.292,45.321,44.784,45.112,17181
"2016-12-23",45.68,45.769,45.361,45.391,11497
"2016-12-22",46.128,46.197,45.6,45.68,12938
"2016-12-21",46.048,46.197,45.988,46.078,11726
"2016-12-20",46.098,46.227,45.799,46.038,11348
"2016-12-19",45.491,46.217,45.451,46.078,20929
"2016-12-16",45.68,45.769,45.361,45.491,14579
"2016-12-15",45.929,46.128,45.391,45.64,19287
"2016-12-14",45.998,46.227,45.899,45.929,12796
"2016-12-13",45.7,46.028,45.61,45.968,14562
"2016-12-12",45.889,46.476,45.481,45.69,31524
"2016-12-09",46.287,46.575,46.038,46.257,20254
"2016-12-08",46.386,47.013,46.287,46.416,24736
"2016-12-07",46.277,46.396,45.978,46.356,14276
"2016-12-06",46.088,46.476,45.929,46.237,20523
"2016-12-05",46.645,46.645,46.028,46.177,24161
"2016-12-02",47.282,47.461,46.625,46.685,30596
"2016-12-01",47.75,47.849,47.143,47.391,36463
"2016-11-30",47.77,48.048,47.421,47.61,36543
"2016-11-29",47.262,48.446,47.083,48.158,94560
"2016-11-28",47.033,47.73,47.033,47.232,46602
"2016-11-25",47.322,47.372,46.476,46.964,22025
"2016-11-24",46.735,47.352,46.675,47.302,45493
"2016-11-23",46.854,47.083,46.695,46.755,23652
"2016-11-22",46.675,46.973,46.675,46.824,16586
"2016-11-21",46.685,46.914,46.605,46.735,22783
"2016-11-18",47.073,47.123,46.774,46.814,18830
"2016-11-17",46.983,47.113,46.695,47.013,20231
"2016-11-16",47.093,47.262,46.964,47.063,20933
"2016-11-15",46.993,47.063,46.834,47.033,20101
"2016-11-14",46.745,47.093,46.745,46.914,22465
"2016-11-11",47.123,47.192,46.665,46.914,28896
"2016-11-10",46.954,47.312,46.834,47.123,24529
"2016-11-09",47.461,47.461,46.695,46.914,25917
"2016-11-08",46.924,47.63,46.924,47.491,23454
"2016-11-07",47.133,47.173,46.486,46.874,22991
"2016-11-04",47.501,47.72,46.944,47.073,32171
"2016-11-03",47.72,47.72,47.352,47.501,36301
"2016-11-02",47.989,48.227,47.67,47.75,21176
"2016-11-01",47.919,48.257,47.849,48.237,18144
"2016-10-31",47.879,48.108,47.571,47.849,16988
"2016-10-28",48.367,48.675,47.969,47.999,23296
"2016-10-27",49.113,49.163,48.018,48.337,30579
"2016-10-26",48.078,49.501,48.058,49.103,85895
"2016-10-25",47.581,48.038,47.481,47.959,29254
"2016-10-24",47.431,47.849,47.342,47.581,21536
"2016-10-21",47.471,47.76,47.272,47.501,16859
"2016-10-20",47.77,47.949,47.471,47.571,17498
"2016-10-19",47.959,48.178,47.68,47.76,18986
"2016-10-18",47.74,47.969,47.61,47.949,27298
"2016-10-17",47.491,48.347,47.272,47.78,36479
"2016-10-14",47.471,47.69,47.212,47.491,14514
"2016-10-13",47.67,48.068,47.352,47.421,22811
"2016-10-12",47.969,48.128,47.62,47.64,18279
"2016-10-11",48.048,48.168,47.551,47.8,27629
"2016-10-10",47.7,48.436,47.7,48.078,42793
"2016-09-30",47.521,48.088,47.163,47.571,38407
"2016-09-29",46.277,48.267,46.177,47.521,80354
"2016-09-28",45.182,46.456,45.182,46.128,38545
"2016-09-27",44.545,45.182,44.545,44.973,18657
"2016-09-26",45.929,46.128,44.645,44.734,37238
"2016-09-23",46.327,46.526,46.108,46.138,14034
"2016-09-22",46.177,46.755,46.177,46.456,22437
"2016-09-21",46.088,46.476,46.088,46.157,12150
"2016-09-20",46.287,46.506,45.978,46.098,15346
"2016-09-19",46.466,46.705,46.347,46.456,14648
"2016-09-14",46.874,46.954,46.327,46.416,21777
"2016-09-13",46.307,47.531,46.307,47.053,34952
"2016-09-12",46.546,47.232,45.779,46.187,29294
"2016-09-09",46.565,47.252,46.526,46.764,26641
"2016-09-08",46.506,46.894,46.506,46.605,13609
"2016-09-07",46.556,47.043,46.486,46.755,26928
"2016-09-06",46.466,46.695,45.67,46.655,37994
"2016-09-05",46.884,47.272,45.779,46.068,59111
"2016-09-02",47.591,47.75,46.804,46.884,44319
"2016-09-01",48.168,48.188,47.67,47.71,22896
"2016-08-31",47.949,48.237,47.909,48.068,18584
"2016-08-30",48.118,48.417,48.078,48.138,18814
"2016-08-29",48.307,48.526,48.098,48.267,24392
"2016-08-26",48.407,48.725,48.068,48.287,28420
"2016-08-25",47.879,48.606,47.67,48.307,33856
"2016-08-24",48.217,48.466,47.979,48.068,23248
"2016-08-23",47.819,48.616,47.819,48.367,30233
"2016-08-22",48.755,48.884,47.819,47.959,45478
"2016-08-19",48.884,49.063,48.287,48.606,42070
"2016-08-18",49.561,49.81,49.004,49.153,41064
"2016-08-17",49.123,49.939,49.123,49.641,46162
"2016-08-16",49.631,50.437,48.964,49.471,70767
"2016-08-15",48.765,49.87,48.188,49.69,70618
"2016-08-12",48.616,48.984,47.969,48.685,46754
"2016-08-11",49.362,50.208,48.765,48.815,63727
"2016-08-10",48.626,49.76,48.168,49.67,67901
"2016-08-09",47.879,48.665,47.879,48.536,39417
"2016-08-08",47.79,48.317,47.471,48.237,38927
"2016-08-05",48.118,48.954,48.018,48.128,37347
"2016-08-04",48.068,48.645,47.79,48.486,41754
"2016-08-03",48.367,48.914,47.77,48.387,48086
"2016-08-02",48.795,49.143,47.372,48.785,78998
"2016-08-01",51.253,51.452,48.635,48.775,144332
"2016-07-29",49.76,52.716,49.541,52.139,167387
"2016-07-28",48.078,49.74,47.889,49.501,88069
"2016-07-27",48.964,49.909,47.372,48.188,90525
"2016-07-26",47.62,49.262,47.62,49.203,57635
"2016-07-25",48.785,49.163,47.581,47.859,72878
"2016-07-22",49.163,50.009,48.765,48.785,62991
"2016-07-21",47.939,50.258,47.74,49.213,133003
"2016-07-20",47.083,48.048,46.993,47.282,43508
"2016-07-19",48.426,48.426,46.973,47.153,75247
"2016-07-18",48.844,49.292,48.436,48.576,48932
"2016-07-15",48.267,49.193,47.979,48.964,61075
"2016-07-14",49.014,49.332,47.869,48.417,78359
"2016-07-13",50.059,50.158,48.765,48.984,84069
"2016-07-12",50.039,50.705,49.024,50.029,96764
"2016-07-11",48.765,50.745,48.765,49.86,109459
"2016-07-08",48.844,50.367,48.496,48.675,91453
"2016-07-07",47.551,50.735,47.133,49.342,179409
"2016-07-06",44.267,48.048,44.038,47.551,133502
"2016-07-05",44.386,45.182,43.779,44.665,75765
"2016-07-04",44.376,45.282,44.177,44.665,71405
"2016-07-01",45.083,45.371,43.868,44.346,56529
"2016-06-30",43.689,45.759,43.689,44.794,102844
"2016-06-29",44.555,44.555,43.092,43.868,101703
"2016-06-28",41.092,44.744,40.923,44.655,149966
"2016-06-27",39.131,40.903,39.131,40.813,78267
"2016-06-24",39.818,40.365,38.415,39.31,56762
"2016-06-23",40.067,40.684,39.45,39.828,50659
"2016-06-22",38.763,40.206,38.674,40.017,63661
"2016-06-21",39.509,40.495,38.693,38.892,70684
"2016-06-20",38.753,39.709,38.534,39.42,73683
"2016-06-17",37.648,38.803,37.648,38.763,58678
"2016-06-16",37.927,38.196,37.619,37.748,33985
"2016-06-15",37.131,38.435,37.101,38.275,48233
"2016-06-14",37.111,37.579,37.031,37.479,29896
"2016-06-13",38.226,38.733,37.32,37.33,43785
"2016-06-08",38.912,38.942,38.196,38.385,37719
"2016-06-07",38.793,39.111,38.494,38.952,28438
"2016-06-06",39.151,39.778,38.624,38.733,56869
"2016-06-03",37.758,39.659,37.529,39.151,85312
"2016-06-02",37.818,38.106,37.529,37.867,36771
"2016-06-01",37.867,38.395,37.708,37.857,50629
"2016-05-31",36.663,37.808,36.663,37.808,55734
"2016-05-30",36.842,36.942,35.977,36.604,22382
"2016-05-27",36.703,37.609,35.927,36.972,39618
"2016-05-26",37.012,37.161,35.728,36.673,53415
"2016-05-25",38.524,38.544,36.982,37.26,62131
"2016-05-24",38.504,39.808,38.504,38.803,54878
"2016-05-23",38.621,39.011,37.988,38.503,37682
"2016-05-20",37.593,38.648,37.269,38.503,38635
"2016-05-19",38.133,39.255,38.041,38.153,41015
"2016-05-18",38.252,38.582,37.665,38.133,43369
"2016-05-17",38.833,39.241,38.371,38.377,53664
"2016-05-16",36.636,38.912,36.636,38.892,77075
"2016-05-13",36.669,37.375,36.406,37.072,32769
"2016-05-12",36.373,37.566,36.287,36.781,45841
"2016-05-11",34.948,37.922,34.948,37.138,72087
"2016-05-10",34.625,35.185,34.625,34.77,12604
"2016-05-09",35.528,35.865,34.625,34.849,22508
"2016-05-06",36.379,36.966,35.66,35.706,24641
"2016-05-05",36.274,36.788,36.076,36.524,19166
"2016-05-04",36.01,37.151,36.01,36.88,33047
"2016-05-03",34.757,36.373,34.757,36.274,27171
"2016-04-29",34.394,35.152,34.387,34.948,11297
"2016-04-28",34.546,34.856,34.348,34.776,14402
"2016-04-27",34.842,35.218,34.638,34.704,16449
"2016-04-26",34.288,34.948,34.288,34.842,11185
"2016-04-25",34.315,34.559,34.044,34.381,13664
"2016-04-22",34.031,34.875,34.031,34.598,16811
"2016-04-21",34.196,34.955,34.196,34.315,21360
"2016-04-20",36.148,36.333,33.695,34.658,34285
"2016-04-19",36.082,36.564,36.082,36.221,15493
"2016-04-18",36.88,36.88,35.878,36.188,20775
"2016-04-15",37.269,37.566,36.867,37.019,26078
"2016-04-14",36.933,37.19,36.59,36.88,27639
"2016-04-13",37.296,38.173,36.933,36.953,50763
"2016-04-12",36.775,37.184,36.775,37.144,36107
"2016-04-11",36.142,37.124,36.142,36.913,37185
